Energy      fn(eV-1)    sigma_a(Mb) mu_m(cm2 g-1) lambda(A) 
1.5937E+01  2.9639E-01  3.2532E+01  4.9042E+05  7.7796E+02	
  1.7500E+01  3.0499E-01  3.3476E+01  5.0465E+05  7.0848E+02
  2.0000E+01  3.3510E-01  3.6781E+01  5.5447E+05  6.1992E+02
  2.2500E+01  3.3351E-01  3.6606E+01  5.5184E+05  5.5104E+02
  2.5000E+01  3.0809E-01  3.3816E+01  5.0978E+05  4.9594E+02
  2.7500E+01  2.7241E-01  2.9900E+01  4.5074E+05  4.5085E+02
  3.0000E+01  1.9282E-01  2.1164E+01  3.1904E+05  4.1328E+02
  3.5000E+01  8.0918E-02  8.8816E+00  1.3389E+05  3.5424E+02
  4.0000E+01  2.7595E-02  3.0288E+00  4.5659E+04  3.0996E+02
  4.5000E+01  8.0771E-03  8.8655E-01  1.3365E+04  2.7552E+02
  4.8000E+01  4.6325E-03  5.0847E-01  7.6651E+03  2.5830E+02
  5.0000E+01  6.6325E-03  7.2799E-01  1.0974E+04  2.4797E+02
  6.0000E+01  9.9343E-03  1.0904E+00  1.6438E+04  2.0664E+02
  7.0000E+01  1.2284E-02  1.3483E+00  2.0326E+04  1.7712E+02
  8.0000E+01  1.2924E-02  1.4185E+00  2.1384E+04  1.5498E+02
  9.0000E+01  1.2344E-02  1.3549E+00  2.0426E+04  1.3776E+02
  1.0000E+02  1.1673E-02  1.2812E+00  1.9314E+04  1.2398E+02
  1.2500E+02  9.4569E-03  1.0380E+00  1.5648E+04  9.9187E+01
  1.5000E+02  7.3391E-03  8.0555E-01  1.2144E+04  8.2656E+01
  1.7500E+02  5.6827E-03  6.2374E-01  9.4028E+03  7.0848E+01
  2.0000E+02  4.4518E-03  4.8864E-01  7.3662E+03  6.1992E+01
  2.2500E+02  3.5426E-03  3.8883E-01  5.8617E+03  5.5104E+01
  2.4300E+02  3.7402E-03  4.1053E-01  6.1887E+03  5.1022E+01
  2.4400E+02  5.1967E-03  5.7040E-01  8.5987E+03  5.0813E+01
  2.4450E+02  7.6333E-03  8.3784E-01  1.2630E+04  5.0709E+01
  2.4500E+02  6.9590E-03  7.6382E-01  1.1515E+04  5.0606E+01
  2.4550E+02  5.3316E-03  5.8520E-01  8.8219E+03  5.0503E+01
  2.4600E+02  5.4755E-03  6.0099E-01  9.0599E+03  5.0400E+01
  2.4650E+02  9.4315E-03  1.0352E+00  1.5606E+04  5.0298E+01
  2.4700E+02  1.4520E-02  1.5938E+00  2.4026E+04  5.0196E+01
  2.4750E+02  1.6525E-02  1.8138E+00  2.7343E+04  5.0095E+01
  2.4800E+02  1.7982E-02  1.9737E+00  2.9753E+04  4.9994E+01
  2.4850E+02  2.0679E-02  2.2698E+00  3.4216E+04  4.9893E+01
  2.4900E+02  2.4186E-02  2.6546E+00  4.0018E+04  4.9793E+01
  2.4950E+02  2.8142E-02  3.0888E+00  4.6564E+04  4.9693E+01
  2.5000E+02  3.0749E-02  3.3750E+00  5.0878E+04  4.9594E+01
  2.5050E+02  3.2277E-02  3.5428E+00  5.3407E+04  4.9495E+01
  2.5100E+02  3.3896E-02  3.7204E+00  5.6085E+04  4.9396E+01
  2.5150E+02  3.4705E-02  3.8092E+00  5.7424E+04  4.9298E+01
  2.5200E+02  3.5424E-02  3.8882E+00  5.8614E+04  4.9200E+01
  2.5250E+02  3.5424E-02  3.8882E+00  5.8614E+04  4.9103E+01
  2.5300E+02  3.5694E-02  3.9178E+00  5.9061E+04  4.9006E+01
  2.5350E+02  3.9774E-02  4.3657E+00  6.5812E+04  4.8909E+01
  2.5400E+02  3.9471E-02  4.3323E+00  6.5310E+04  4.8813E+01
  2.5450E+02  3.9370E-02  4.3212E+00  6.5142E+04  4.8717E+01
  2.5500E+02  3.8560E-02  4.2324E+00  6.3803E+04  4.8621E+01
  2.5550E+02  3.8256E-02  4.1990E+00  6.3300E+04  4.8526E+01
  2.5600E+02  3.8054E-02  4.1768E+00  6.2965E+04  4.8431E+01
  2.5650E+02  3.7345E-02  4.0991E+00  6.1793E+04  4.8337E+01
  2.5700E+02  3.6941E-02  4.0546E+00  6.1123E+04  4.8243E+01
  2.5750E+02  3.6738E-02  4.0324E+00  6.0788E+04  4.8149E+01
  2.5800E+02  3.6232E-02  3.9769E+00  5.9951E+04  4.8056E+01
  2.5850E+02  3.6131E-02  3.9658E+00  5.9784E+04  4.7963E+01
  2.5900E+02  3.5928E-02  3.9435E+00  5.9449E+04  4.7870E+01
  2.5950E+02  3.5220E-02  3.8658E+00  5.8277E+04  4.7778E+01
  2.6000E+02  3.5321E-02  3.8769E+00  5.8444E+04  4.7686E+01
  2.6050E+02  3.4714E-02  3.8102E+00  5.7439E+04  4.7595E+01
  2.6100E+02  3.4410E-02  3.7769E+00  5.6937E+04  4.7504E+01
  2.6150E+02  3.4815E-02  3.8213E+00  5.7607E+04  4.7413E+01
  2.6200E+02  3.4309E-02  3.7658E+00  5.6769E+04  4.7322E+01
  2.6250E+02  3.4208E-02  3.7547E+00  5.6602E+04  4.7232E+01
  2.6300E+02  3.4006E-02  3.7325E+00  5.6267E+04  4.7142E+01
  2.6350E+02  3.3904E-02  3.7214E+00  5.6100E+04  4.7053E+01
  2.6400E+02  2.4696E-02  2.7106E+00  4.0863E+04  4.6964E+01
  2.6450E+02  2.4549E-02  2.6945E+00  4.0619E+04  4.6875E+01
  2.6500E+02  2.4696E-02  2.7106E+00  4.0863E+04  4.6786E+01
  2.6550E+02  2.4549E-02  2.6945E+00  4.0619E+04  4.6698E+01
  2.6600E+02  2.4549E-02  2.6945E+00  4.0619E+04  4.6611E+01
  2.6650E+02  2.4622E-02  2.7026E+00  4.0741E+04  4.6523E+01
  2.6700E+02  2.4622E-02  2.7026E+00  4.0741E+04  4.6436E+01
  2.6750E+02  2.4696E-02  2.7106E+00  4.0863E+04  4.6349E+01
  2.6800E+02  2.4549E-02  2.6945E+00  4.0619E+04  4.6263E+01
  2.6850E+02  2.4475E-02  2.6864E+00  4.0498E+04  4.6177E+01
